IG_Rv0041_Rv0042c,NA,Intergenic,46472,46580,
Rv0042c,Rv0042c,CDS,46581,47207,-
IG_Rv0042c_Rv0043c,NA,Intergenic,47208,47365,
Rv0043c,Rv0043c,CDS,47366,48100,-
IG_Rv0043c_Rv0044c,NA,Intergenic,48101,48232,
Rv0044c,Rv0044c,CDS,48233,49027,-
IG_Rv0044c_Rv0045c,NA,Intergenic,49028,49042,
Rv0045c,Rv0045c,CDS,49043,49939,-
IG_Rv0045c_Rv0046c,NA,Intergenic,49940,50020,
Rv0046c,ino1,CDS,50021,51124,-
IG_Rv0046c_Rv0047c,NA,Intergenic,51125,51184,
Rv0047c,Rv0047c,CDS,51185,51727,-
IG_Rv0047c_Rv0048c,NA,Intergenic,51728,51827,
Rv0048c,Rv0048c,CDS,51828,52697,-
IG_Rv0048c_Rv0049,NA,Intergenic,52698,52830,
Rv0049,Rv0049,CDS,52831,53244,+
IG_Rv0049_Rv0050,NA,Intergenic,53245,53662,
Rv0050,ponA1,CDS,53663,55699,+
Rv0051,Rv0051,CDS,55696,57378,+
IG_Rv0051_Rv0052,NA,Intergenic,57379,57409,
Rv0052,Rv0052,CDS,57410,57973,+
IG_Rv0052_Rv0053,NA,Intergenic,57974,58191,
Rv0053,rpsF,CDS,58192,58482,+
IG_Rv0053_Rv0054,NA,Intergenic,58483,58585,
Rv0054,ssb,CDS,58586,59080,+
IG_Rv0054_Rv0055,NA,Intergenic,59081,59121,
Rv0055,rpsR1,CDS,59122,59376,+
IG_Rv0055_Rv0056,NA,Intergenic,59377,59408,
Rv0056,rplI,CDS,59409,59867,+
IG_Rv0056_Rv0057,NA,Intergenic,59868,59895,
Rv0057,Rv0057,CDS,59896,60417,+
Rv0058,dnaB,CDS,60396,63020,+
IG_Rv0058_Rv0059,NA,Intergenic,63021,63199,
Rv0059,Rv0059,CDS,63200,63892,+
IG_Rv0059_Rv0060,NA,Intergenic,63893,63908,
Rv0060,Rv0060,CDS,63909,64967,+
IG_Rv0060_Rv0061c,NA,Intergenic,64968,65011,
Rv0061c,Rv0061c,CDS,65012,65350,-
IG_Rv0061c_Rv0062,NA,Intergenic,65351,65551,
Rv0062,celA1,CDS,65552,66694,+
IG_Rv0062_Rv0063,NA,Intergenic,66695,66922,
Rv0063,Rv0063,CDS,66923,68362,+
IG_Rv0063_Rv0064,NA,Intergenic,68363,68619,
Rv0064,Rv0064,CDS,68620,71559,+
IG_Rv0064_Rv0064A,NA,Intergenic,71560,71588,
Rv0064A,vapB1,CDS,71589,71828,+
Rv0065,vapC1,CDS,71821,72222,+
IG_Rv0065_Rv0066c,NA,Intergenic,72223,72273,
Rv0066c,icd2,CDS,72274,74511,-
IG_Rv0066c_Rv0067c,NA,Intergenic,74512,74628,
Rv0067c,Rv0067c,CDS,74629,75198,-
IG_Rv0067c_Rv0068,NA,Intergenic,75199,75300,
Rv0068,Rv0068,CDS,75301,76212,+
IG_Rv0068_Rv0069c,NA,Intergenic,76213,76236,
Rv0069c,sdaA,CDS,76237,77622,-
Rv0070c,glyA2,CDS,77619,78896,-
IG_Rv0070c_Rv0071,NA,Intergenic,78897,79485,
Rv0071,Rv0071,CDS,79486,80193,+
IG_Rv0071_Rv0072,NA,Intergenic,80194,80623,
Rv0072,Rv0072,CDS,80624,81673,+
IG_Rv0072_Rv0073,NA,Intergenic,81674,81675,
Rv0073,Rv0073,CDS,81676,82668,+
IG_Rv0073_Rv0074,NA,Intergenic,82669,82747,
Rv0074,Rv0074,CDS,82748,83983,+
IG_Rv0074_Rv0075,NA,Intergenic,83984,83995,
Rv0075,Rv0075,CDS,83996,85168,+
IG_Rv0075_Rv0076c,NA,Intergenic,85169,85182,
Rv0076c,Rv0076c,CDS,85183,85572,-
IG_Rv0076c_Rv0077c,NA,Intergenic,85573,85635,
Rv0077c,Rv0077c,CDS,85636,86466,-
IG_Rv0077c_Rv0078,NA,Intergenic,86467,86527,
Rv0078,Rv0078,CDS,86528,87133,+
IG_Rv0078_Rv0078A,NA,Intergenic,87134,87207,
Rv0078A,Rv0078A,CDS,87208,87801,-
Rv0078B,Rv0078B,CDS,87798,88004,-
IG_Rv0078B_Rv0079,NA,Intergenic,88005,88203,
Rv0079,Rv0079,CDS,88204,89025,+
Rv0080,Rv0080,CDS,89022,89480,+
IG_Rv0080_Rv0081,NA,Intergenic,89481,89574,
Rv0081,Rv0081,CDS,89575,89919,+
IG_Rv0081_Rv0082,NA,Intergenic,89920,89923,
Rv0082,Rv0082,CDS,89924,90403,+
Rv0083,Rv0083,CDS,90400,92322,+
IG_Rv0083_Rv0084,NA,Intergenic,92323,92327,
Rv0084,hycD,CDS,92328,93278,+
IG_Rv0084_Rv0085,NA,Intergenic,93279,93288,
Rv0085,hycP,CDS,93289,93951,+
Rv0086,hycQ,CDS,93951,95417,+
Rv0087,hycE,CDS,95414,96892,+
IG_Rv0087_Rv0088,NA,Intergenic,96893,96926,
Rv0088,Rv0088,CDS,96927,97601,+
IG_Rv0088_Rv0089,NA,Intergenic,97602,97757,
Rv0089,Rv0089,CDS,97758,98351,+
IG_Rv0089_Rv0090,NA,Intergenic,98352,98479,
Rv0090,Rv0090,CDS,98480,99250,+
IG_Rv0090_Rv0091,NA,Intergenic,99251,99683,
Rv0091,mtn,CDS,99684,100451,+
IG_Rv0091_Rv0092,NA,Intergenic,100452,100582,
Rv0092,ctpA,CDS,100583,102868,+
Rv0093c,Rv0093c,CDS,102815,103663,-
IG_Rv0093c_Rv0094c,NA,Intergenic,103664,103709,
Rv0094c,Rv0094c,CDS,103710,104663,-
IG_Rv0094c_Rv0095c,NA,Intergenic,104664,104804,
Rv0095c,Rv0095c,CDS,104805,105215,-
IG_Rv0095c_Rv0096,NA,Intergenic,105216,105323,
Rv0096,PPE1,CDS,105324,106715,+
IG_Rv0096_Rv0097,NA,Intergenic,106716,106733,
Rv0097,Rv0097,CDS,106734,107603,+
Rv0098,fcoT,CDS,107600,108151,+
IG_Rv0098_Rv0099,NA,Intergenic,108152,108155,
Rv0099,fadD10,CDS,108156,109778,+
IG_Rv0099_Rv0100,NA,Intergenic,109779,109782,
Rv0100,Rv0100,CDS,109783,110019,+
Rv0101,nrp,CDS,110001,117539,+
IG_Rv0101_Rv0102,NA,Intergenic,117540,117713,
Rv0102,Rv0102,CDS,117714,119699,+
IG_Rv0102_Rv0103c,NA,Intergenic,119700,119914,
Rv0103c,ctpB,CDS,119915,122173,-
IG_Rv0103c_Rv0104,NA,Intergenic,122174,122316,
Rv0104,Rv0104,CDS,122317,123831,+
IG_Rv0104_Rv0105c,NA,Intergenic,123832,123979,
Rv0105c,rpmB1,CDS,123980,124264,-
IG_Rv0105c_Rv0106,NA,Intergenic,124265,124373,
Rv0106,Rv0106,CDS,124374,125570,+
IG_Rv0106_Rv0107c,NA,Intergenic,125571,125642,
Rv0107c,ctpI,CDS,125643,130541,-
IG_Rv0107c_Rv0108c,NA,Intergenic,130542,130894,
Rv0108c,Rv0108c,CDS,130895,131104,-
IG_Rv0108c_Rv0109,NA,Intergenic,131105,131381,
Rv0109,PE_PGRS1,CDS,131382,132872,+
IG_Rv0109_Rv0110,NA,Intergenic,132873,133019,
Rv0110,Rv0110,CDS,133020,133769,+
IG_Rv0110_Rv0111,NA,Intergenic,133770,133949,
Rv0111,Rv0111,CDS,133950,136007,+
IG_Rv0111_Rv0112,NA,Intergenic,136008,136288,
Rv0112,gca,CDS,136289,137245,+
IG_Rv0112_Rv0113,NA,Intergenic,137246,137318,
Rv0113,gmhA,CDS,137319,137909,+
IG_Rv0113_Rv0114,NA,Intergenic,137910,137940,
Rv0114,gmhB,CDS,137941,138513,+
Rv0115,hddA,CDS,138513,139673,+
IG_Rv0115_Rv0116c,NA,Intergenic,139674,140266,
Rv0116c,ldtA,CDS,140267,141022,-
IG_Rv0116c_Rv0117,NA,Intergenic,141023,141199,
Rv0117,oxyS,CDS,141200,142144,+
Rv0118c,oxcA,CDS,142128,143876,-
IG_Rv0118c_Rv0119,NA,Intergenic,143877,144048,
Rv0119,fadD7,CDS,144049,145626,+
Rv0120c,fusA2,CDS,145627,147771,-
IG_Rv0120c_Rv0121c,NA,Intergenic,147772,147907,
Rv0121c,Rv0121c,CDS,147908,148342,-
IG_Rv0121c_Rv0122,NA,Intergenic,148343,148490,
Rv0122,Rv0122,CDS,148491,148859,+
Rv0123,Rv0123,CDS,148856,149224,+
IG_Rv0123_Rv0124,NA,Intergenic,149225,149532,
Rv0124,PE_PGRS2,CDS,149533,150996,+
IG_Rv0124_Rv0125,NA,Intergenic,150997,151147,
Rv0125,pepA,CDS,151148,152215,+
IG_Rv0125_Rv0126,NA,Intergenic,152216,152323,
Rv0126,treS,CDS,152324,154129,+
IG_Rv0126_Rv0127,NA,Intergenic,154130,154231,
Rv0127,mak,CDS,154232,155599,+
IG_Rv0127_Rv0128,NA,Intergenic,155600,155666,
Rv0128,Rv0128,CDS,155667,156446,+
IG_Rv0128_Rv0129c,NA,Intergenic,156447,156577,
Rv0129c,fbpC,CDS,156578,157600,-
IG_Rv0129c_Rv0130,NA,Intergenic,157601,157846,
Rv0130,htdZ,CDS,157847,158302,+
IG_Rv0130_Rv0131c,NA,Intergenic,158303,158314,
Rv0131c,fadE1,CDS,158315,159658,-
IG_Rv0131c_Rv0132c,NA,Intergenic,159659,159699,
Rv0132c,fgd2,CDS,159700,160782,-
IG_Rv0132c_Rv0133,NA,Intergenic,160783,160868,
Rv0133,Rv0133,CDS,160869,161474,+
IG_Rv0133_Rv0134,NA,Intergenic,161475,161770,
Rv0134,ephF,CDS,161771,162673,+
Rv0135c,Rv0135c,CDS,162644,163249,-
IG_Rv0135c_Rv0136,NA,Intergenic,163250,163365,
Rv0136,cyp138,CDS,163366,164691,+
IG_Rv0136_Rv0137c,NA,Intergenic,164692,164711,
Rv0137c,msrA,CDS,164712,165260,-
IG_Rv0137c_Rv0138,NA,Intergenic,165261,165322,
Rv0138,Rv0138,CDS,165323,165826,+
Rv0139,Rv0139,CDS,165827,166849,+
IG_Rv0139_Rv0140,NA,Intergenic,166850,166909,
Rv0140,Rv0140,CDS,166910,167290,+
Rv0141c,Rv0141c,CDS,167271,167681,-
IG_Rv0141c_Rv0142,NA,Intergenic,167682,167710,
Rv0142,Rv0142,CDS,167711,168637,+
IG_Rv0142_Rv0143c,NA,Intergenic,168638,168703,
Rv0143c,Rv0143c,CDS,168704,170182,-
IG_Rv0143c_Rv0144,NA,Intergenic,170183,170283,
Rv0144,Rv0144,CDS,170284,171126,+
IG_Rv0144_Rv0145,NA,Intergenic,171127,171214,
Rv0145,Rv0145,CDS,171215,172168,+
IG_Rv0145_Rv0146,NA,Intergenic,172169,172210,
Rv0146,Rv0146,CDS,172211,173143,+
IG_Rv0146_Rv0147,NA,Intergenic,173144,173237,
Rv0147,Rv0147,CDS,173238,174758,+
IG_Rv0147_Rv0148,NA,Intergenic,174759,174832,
Rv0148,Rv0148,CDS,174833,175693,+
IG_Rv0148_Rv0149,NA,Intergenic,175694,175699,
Rv0149,Rv0149,CDS,175700,176668,+
Rv0150c,Rv0150c,CDS,176665,176952,-
IG_Rv0150c_Rv0151c,NA,Intergenic,176953,177542,
Rv0151c,PE1,CDS,177543,179309,-
IG_Rv0151c_Rv0152c,NA,Intergenic,179310,179318,
Rv0152c,PE2,CDS,179319,180896,-
IG_Rv0152c_Rv0153c,NA,Intergenic,180897,181154,
Rv0153c,ptbB,CDS,181155,181985,-
IG_Rv0153c_Rv0154c,NA,Intergenic,181986,181986,
Rv0154c,fadE2,CDS,181987,183198,-
IG_Rv0154c_Rv0155,NA,Intergenic,183199,183621,
Rv0155,pntAa,CDS,183622,184722,+
Rv0156,pntAb,CDS,184723,185055,+
Rv0157,pntB,CDS,185052,186479,+
IG_Rv0157_Rv0157A,NA,Intergenic,186480,186494,
Rv0157A,Rv0157A,CDS,186495,186623,-
IG_Rv0157A_Rv0158,NA,Intergenic,186624,186784,
Rv0158,Rv0158,CDS,186785,187429,+
IG_Rv0158_Rv0159c,NA,Intergenic,187430,187432,
Rv0159c,PE3,CDS,187433,188839,-
IG_Rv0159c_Rv0160c,NA,Intergenic,188840,188930,
Rv0160c,PE4,CDS,188931,190439,-
IG_Rv0160c_Rv0161,NA,Intergenic,190440,190606,
Rv0161,Rv0161,CDS,190607,191956,+
IG_Rv0161_Rv0162c,NA,Intergenic,191957,191983,
Rv0162c,adhE1,CDS,191984,193135,-
Rv0163,Rv0163,CDS,193117,193572,+
IG_Rv0163_Rv0164,NA,Intergenic,193573,193625,
Rv0164,TB18.5,CDS,193626,194111,+
IG_Rv0164_Rv0165c,NA,Intergenic,194112,194143,
Rv0165c,mce1R,CDS,194144,194815,-
IG_Rv0165c_Rv0166,NA,Intergenic,194816,194992,
Rv0166,fadD5,CDS,194993,196657,+
IG_Rv0166_Rv0167,NA,Intergenic,196658,196860,
Rv0167,yrbE1A,CDS,196861,197658,+
IG_Rv0167_Rv0168,NA,Intergenic,197659,197659,
Rv0168,yrbE1B,CDS,197660,198529,+
IG_Rv0168_Rv0169,NA,Intergenic,198530,198533,
Rv0169,mce1A,CDS,198534,199898,+
Rv0170,mce1B,CDS,199895,200935,+
Rv0171,mce1C,CDS,200932,202479,+
Rv0172,mce1D,CDS,202476,204068,+
Rv0173,lprK,CDS,204065,205237,+
Rv0174,mce1F,CDS,205231,206778,+
IG_Rv0174_Rv0175,NA,Intergenic,206779,206813,
Rv0175,Rv0175,CDS,206814,207455,+
Rv0176,Rv0176,CDS,207452,208420,+
Rv0177,Rv0177,CDS,208417,208971,+
Rv0178,Rv0178,CDS,208938,209672,+
IG_Rv0178_Rv0179c,NA,Intergenic,209673,209702,
Rv0179c,lprO,CDS,209703,210812,-
IG_Rv0179c_Rv0180c,NA,Intergenic,210813,210891,
Rv0180c,Rv0180c,CDS,210892,212250,-
IG_Rv0180c_Rv0181c,NA,Intergenic,212251,212276,
Rv0181c,Rv0181c,CDS,212277,213011,-
IG_Rv0181c_Rv0182c,NA,Intergenic,213012,213027,
Rv0182c,sigG,CDS,213028,214140,-
Rv0183,Rv0183,CDS,214088,214927,+
IG_Rv0183_Rv0184,NA,Intergenic,214928,214968,
Rv0184,Rv0184,CDS,214969,215718,+
Rv0185,Rv0185,CDS,215715,216224,+
IG_Rv0185_Rv0186,NA,Intergenic,216225,216268,
Rv0186,bglS,CDS,216269,218344,+
IG_Rv0186_Rv0186A,NA,Intergenic,218345,218389,
Rv0186A,mymT,CDS,218390,218551,-
IG_Rv0186A_Rv0187,NA,Intergenic,218552,218704,
Rv0187,Rv0187,CDS,218705,219367,+
IG_Rv0187_Rv0188,NA,Intergenic,219368,219485,
Rv0188,Rv0188,CDS,219486,219917,+
IG_Rv0188_Rv0189c,NA,Intergenic,219918,219995,
Rv0189c,ilvD,CDS,219996,221723,-
IG_Rv0189c_Rv0190,NA,Intergenic,221724,221870,
Rv0190,Rv0190,CDS,221871,222161,+
IG_Rv0190_Rv0191,NA,Intergenic,222162,222288,
Rv0191,Rv0191,CDS,222289,223530,+
IG_Rv0191_Rv0192,NA,Intergenic,223531,223563,
Rv0192,Rv0192,CDS,223564,224664,+
Rv0192A,Rv0192A,CDS,223607,223909,+
IG_Rv0192A_Rv0193c,NA,Intergenic,223910,224723,
Rv0193c,Rv0193c,CDS,224724,226571,-
IG_Rv0193c_Rv0194,NA,Intergenic,226572,226877,
Rv0194,Rv0194,CDS,226878,230462,+
IG_Rv0194_Rv0195,NA,Intergenic,230463,230898,
Rv0195,Rv0195,CDS,230899,231534,+
IG_Rv0195_Rv0196,NA,Intergenic,231535,231646,
Rv0196,Rv0196,CDS,231647,232231,+
Rv0197,Rv0197,CDS,232231,234519,+
Rv0198c,zmp1,CDS,234516,236507,-
IG_Rv0198c_Rv0199,NA,Intergenic,236508,236549,
Rv0199,Rv0199,CDS,236550,237209,+
Rv0200,Rv0200,CDS,237206,237895,+
Rv0201c,Rv0201c,CDS,237892,238395,-
Rv0202c,mmpL11,CDS,238392,241292,-
IG_Rv0202c_Rv0203,NA,Intergenic,241293,241513,
Rv0203,Rv0203,CDS,241514,241924,+
IG_Rv0203_Rv0204c,NA,Intergenic,241925,241975,
Rv0204c,Rv0204c,CDS,241976,243214,-
IG_Rv0204c_Rv0205,NA,Intergenic,243215,243383,
Rv0205,Rv0205,CDS,243384,244487,+
Rv0206c,mmpL3,CDS,244484,247318,-
IG_Rv0206c_Rv0207c,NA,Intergenic,247319,247383,
Rv0207c,Rv0207c,CDS,247384,248112,-
IG_Rv0207c_Rv0208c,NA,Intergenic,248113,248114,
Rv0208c,Rv0208c,CDS,248115,248906,-
IG_Rv0208c_Rv0209,NA,Intergenic,248907,249037,
Rv0209,Rv0209,CDS,249038,250123,+
Rv0210,Rv0210,CDS,250120,251598,+
IG_Rv0210_Rv0211,NA,Intergenic,251599,251781,
Rv0211,pckA,CDS,251782,253602,+
IG_Rv0211_Rv0212c,NA,Intergenic,253603,253668,
Rv0212c,nadR,CDS,253669,254640,-
Rv0213c,Rv0213c,CDS,254637,255950,-
IG_Rv0213c_Rv0214,NA,Intergenic,255951,256063,
Rv0214,fadD4,CDS,256064,257677,+
IG_Rv0214_Rv0215c,NA,Intergenic,257678,257782,
Rv0215c,fadE3,CDS,257783,258856,-
IG_Rv0215c_Rv0216,NA,Intergenic,258857,258912,
Rv0216,Rv0216,CDS,258913,259926,+
Rv0217c,lipW,CDS,259923,260831,-
IG_Rv0217c_Rv0218,NA,Intergenic,260832,260923,
Rv0218,Rv0218,CDS,260924,262252,+
IG_Rv0218_Rv0219,NA,Intergenic,262253,262253,
Rv0219,Rv0219,CDS,262254,262802,+
IG_Rv0219_Rv0220,NA,Intergenic,262803,262811,
Rv0220,lipC,CDS,262812,264023,+
IG_Rv0220_Rv0221,NA,Intergenic,264024,264066,
Rv0221,Rv0221,CDS,264067,265476,+
IG_Rv0221_Rv0222,NA,Intergenic,265477,265506,
Rv0222,echA1,CDS,265507,266295,+
IG_Rv0222_Rv0223c,NA,Intergenic,266296,266300,
Rv0223c,Rv0223c,CDS,266301,267764,-
IG_Rv0223c_Rv0224c,NA,Intergenic,267765,267862,
Rv0224c,Rv0224c,CDS,267863,268627,-
IG_Rv0224c_Rv0225,NA,Intergenic,268628,268662,
Rv0225,Rv0225,CDS,268663,269817,+
IG_Rv0225_Rv0226c,NA,Intergenic,269818,269833,
Rv0226c,Rv0226c,CDS,269834,271564,-
IG_Rv0226c_Rv0227c,NA,Intergenic,271565,271573,
Rv0227c,Rv0227c,CDS,271574,272839,-
IG_Rv0227c_Rv0228,NA,Intergenic,272840,273054,
Rv0228,Rv0228,CDS,273055,274278,+
IG_Rv0228_Rv0229c,NA,Intergenic,274279,274305,
Rv0229c,Rv0229c,CDS,274306,274986,-
Rv0230c,php,CDS,274983,275963,-
IG_Rv0230c_Rv0231,NA,Intergenic,275964,276057,
Rv0231,fadE4,CDS,276058,277764,+
IG_Rv0231_Rv0232,NA,Intergenic,277765,277898,
Rv0232,Rv0232,CDS,277899,278588,+
Rv0233,nrdB,CDS,278585,279529,+
IG_Rv0233_Rv0234c,NA,Intergenic,279530,279604,
Rv0234c,gabD1,CDS,279605,281140,-
IG_Rv0234c_Rv0235c,NA,Intergenic,281141,281165,
Rv0235c,Rv0235c,CDS,281166,282614,-
IG_Rv0235c_Rv0236c,NA,Intergenic,282615,282648,
Rv0236c,aftD,CDS,282649,286851,-
IG_Rv0236c_Rv0236A,NA,Intergenic,286852,286897,
Rv0236A,Rv0236A,CDS,286898,287071,-
IG_Rv0236A_Rv0237,NA,Intergenic,287072,287185,
Rv0237,lpqI,CDS,287186,288352,+
IG_Rv0237_Rv0238,NA,Intergenic,288353,288427,
Rv0238,Rv0238,CDS,288428,289042,+
IG_Rv0238_Rv0239,NA,Intergenic,289043,289103,
Rv0239,vapB24,CDS,289104,289337,+
IG_Rv0239_Rv0240,NA,Intergenic,289338,289344,
Rv0240,vapC24,CDS,289345,289782,+
IG_Rv0240_Rv0241c,NA,Intergenic,289783,289811,
Rv0241c,htdX,CDS,289812,290654,-
IG_Rv0241c_Rv0242c,NA,Intergenic,290655,290664,
Rv0242c,fabG4,CDS,290665,292029,-
IG_Rv0242c_Rv0243,NA,Intergenic,292030,292170,
Rv0243,fadA2,CDS,292171,293493,+
IG_Rv0243_Rv0244c,NA,Intergenic,293494,293797,
Rv0244c,fadE5,CDS,293798,295633,-
IG_Rv0244c_Rv0245,NA,Intergenic,295634,296004,
Rv0245,Rv0245,CDS,296005,296493,+
IG_Rv0245_Rv0246,NA,Intergenic,296494,296808,
Rv0246,Rv0246,CDS,296809,298119,+
Rv0247c,Rv0247c,CDS,298116,298862,-
Rv0248c,Rv0248c,CDS,298863,300803,-
IG_Rv0248c_Rv0249c,NA,Intergenic,300804,300833,
Rv0249c,Rv0249c,CDS,300834,301655,-
IG_Rv0249c_Rv0250c,NA,Intergenic,301656,301734,
Rv0250c,Rv0250c,CDS,301735,302028,-
IG_Rv0250c_Rv0251c,NA,Intergenic,302029,302172,
Rv0251c,hsp,CDS,302173,302652,-
IG_Rv0251c_Rv0252,NA,Intergenic,302653,302865,
Rv0252,nirB,CDS,302866,305427,+
IG_Rv0252_Rv0253,NA,Intergenic,305428,305452,
Rv0253,nirD,CDS,305453,305809,+
IG_Rv0253_Rv0254c,NA,Intergenic,305810,305824,
Rv0254c,cobU,CDS,305825,306349,-
IG_Rv0254c_Rv0255c,NA,Intergenic,306350,306373,
Rv0255c,cobQ1,CDS,306374,307858,-
IG_Rv0255c_Rv0256c,NA,Intergenic,307859,307876,
Rv0256c,PPE2,CDS,307877,309547,-
IG_Rv0256c_Rv0257,NA,Intergenic,309548,309698,
Rv0257,Rv0257,CDS,309699,310073,+
IG_Rv0257_Rv0258c,NA,Intergenic,310074,310293,
Rv0258c,Rv0258c,CDS,310294,310749,-
IG_Rv0258c_Rv0259c,NA,Intergenic,310750,310773,
Rv0259c,Rv0259c,CDS,310774,311517,-
Rv0260c,Rv0260c,CDS,311514,312659,-
IG_Rv0260c_Rv0261c,NA,Intergenic,312660,312758,
Rv0261c,narK3,CDS,312759,314168,-
IG_Rv0261c_Rv0262c,NA,Intergenic,314169,314308,
Rv0262c,aac,CDS,314309,314854,-
IG_Rv0262c_Rv0263c,NA,Intergenic,314855,314863,
Rv0263c,Rv0263c,CDS,314864,315766,-
IG_Rv0263c_Rv0264c,NA,Intergenic,315767,315782,
Rv0264c,Rv0264c,CDS,315783,316415,-
IG_Rv0264c_Rv0265c,NA,Intergenic,316416,316510,
Rv0265c,Rv0265c,CDS,316511,317503,-
IG_Rv0265c_Rv0266c,NA,Intergenic,317504,317524,
Rv0266c,oplA,CDS,317525,321154,-
IG_Rv0266c_Rv0267,NA,Intergenic,321155,321330,
Rv0267,narU,CDS,321331,322722,+
IG_Rv0267_Rv0268c,NA,Intergenic,322723,322763,
Rv0268c,Rv0268c,CDS,322764,323273,-
IG_Rv0268c_Rv0269c,NA,Intergenic,323274,323337,
Rv0269c,Rv0269c,CDS,323338,324531,-
IG_Rv0269c_Rv0270,NA,Intergenic,324532,324566,
Rv0270,fadD2,CDS,324567,326249,+
IG_Rv0270_Rv0271c,NA,Intergenic,326250,326265,
Rv0271c,fadE6,CDS,326266,328461,-
IG_Rv0271c_Rv0272c,NA,Intergenic,328462,328574,
Rv0272c,Rv0272c,CDS,328575,329708,-
Rv0273c,Rv0273c,CDS,329705,330325,-
IG_Rv0273c_Rv0274,NA,Intergenic,330326,330421,
Rv0274,Rv0274,CDS,330422,331003,+
Rv0275c,Rv0275c,CDS,330933,331658,-
IG_Rv0275c_Rv0276,NA,Intergenic,331659,331747,
Rv0276,Rv0276,CDS,331748,332668,+
IG_Rv0276_Rv0277c,NA,Intergenic,332669,332707,
Rv0277c,vapC25,CDS,332708,333136,-
IG_Rv0277c_Rv0277A,NA,Intergenic,333137,333159,
Rv0277A,vapB25,CDS,333160,333417,-
